6 2
506.065582 2.023307 0.163248 0.000100 0.000152 -0.000064 
531.359253 0.170335 -1.935746 -0.000243 0.000039 -0.000305 

RawData:
256.000000	115.200005	-138.384644	191.425858	-431602080.000000
256.000000	256.000000	-131.621094	126.546356	-431602080.000000
256.000000	396.799988	-129.282013	55.422058	-431602080.000000
256.000000	537.599976	-123.454880	-15.816949	-431602080.000000
384.000000	115.200005	-73.117363	202.291412	-431602080.000000
384.000000	256.000000	-69.035889	132.260040	-431602080.000000
384.000000	396.799988	-64.841782	64.002434	-431602080.000000
384.000000	537.599976	-58.999535	-7.938782	-431602080.000000
512.000000	115.200005	-12.437499	208.875107	-431602080.000000
512.000000	256.000000	-7.004722	138.544418	-431602080.000000
512.000000	396.799988	-3.488787	68.216286	-431602080.000000
512.000000	537.599976	2.570663	-4.485426	-431602080.000000
640.000000	115.200005	48.001289	212.353149	-431602080.000000
640.000000	256.000000	54.456421	143.501083	-431602080.000000
640.000000	396.799988	57.994232	72.946609	-431602080.000000
640.000000	537.599976	67.806274	-1.176237	-431602080.000000
768.000000	115.200005	111.922203	215.522598	-431602080.000000
768.000000	256.000000	116.297005	147.284439	-431602080.000000
768.000000	396.799988	123.230927	76.850861	-431602080.000000
768.000000	537.599976	126.807449	9.955903	-431602080.000000
