6 2
-14.499754 1.306504 -0.128256 -0.000007 0.000239 -0.000034 
871.574524 -0.007542 1.334751 -0.000016 -0.000029 0.000168 

RawData:
256.000000	115.200005	176.900360	-617.294922	-431602080.000000
256.000000	256.000000	181.110138	-489.613434	-431602080.000000
256.000000	396.799988	188.034866	-372.860626	-431602080.000000
256.000000	537.599976	193.917282	-260.898041	-431602080.000000
384.000000	115.200005	284.643646	-614.098511	-431602080.000000
384.000000	256.000000	290.418304	-491.602875	-431602080.000000
384.000000	396.799988	289.568115	-371.423676	-431602080.000000
384.000000	537.599976	294.932159	-255.966583	-431602080.000000
512.000000	115.200005	400.567963	-618.518188	-431602080.000000
512.000000	256.000000	398.365784	-492.044128	-431602080.000000
512.000000	396.799988	397.899109	-373.037842	-431602080.000000
512.000000	537.599976	398.945099	-256.475647	-431602080.000000
640.000000	115.200005	509.440674	-612.322998	-431602080.000000
640.000000	256.000000	505.835541	-492.547363	-431602080.000000
640.000000	396.799988	504.276764	-371.632294	-431602080.000000
640.000000	537.599976	502.726563	-255.263550	-431602080.000000
768.000000	115.200005	618.980591	-613.519043	-431602080.000000
768.000000	256.000000	613.573792	-490.154419	-431602080.000000
768.000000	396.799988	610.422058	-371.519867	-431602080.000000
768.000000	537.599976	605.599060	-252.576614	-431602080.000000
