50.427887	51.445122	127.493103	
-287.081787	282.545807	-393.848083	
-1583.283691	-1575.382813	-1891.503540	
0.000000	
0.001786	0.999902	0.013869	
-0.244279	-0.013013	0.969618	
0.969703	-0.005119	0.244231	
0.000000	
-308.922058	
-1543.762817	
-336.317902	
0.000000	
50.442924	51.460442	127.515190	
50.442924	51.460442	127.515190	
50.442924	51.460442	127.515190	
50.442924	51.460442	127.515190	
50.442924	51.460442	127.515190	
50.442924	51.460442	127.515190	
50.442924	51.460442	127.515190	
50.442924	51.460442	127.515190	
50.442924	51.460442	127.515190	
50.431911	51.448025	127.497246	
50.431911	51.448025	127.497246	
50.431911	51.448025	127.497246	
50.431911	51.448025	127.497246	
50.431911	51.448025	127.497246	
50.431911	51.448025	127.497246	
50.431911	51.448025	127.497246	
50.431911	51.448025	127.497246	
50.431911	51.448025	127.497246	
50.431911	51.448025	127.497246	
50.431911	51.448025	127.497246	
50.431911	51.448025	127.497246	
50.431911	51.448025	127.497246	
50.431911	51.448025	127.497246	
50.431911	51.448025	127.497246	
50.431911	51.448025	127.497246	
50.431911	51.448025	127.497246	
50.431911	51.448025	127.497246	
50.426888	51.445065	127.494560	
50.426888	51.445065	127.494560	
50.426888	51.445065	127.494560	
50.426888	51.445065	127.494560	
50.426888	51.445065	127.494560	
50.426888	51.445065	127.494560	
50.426888	51.445065	127.494560	
50.426888	51.445065	127.494560	
50.426888	51.445065	127.494560	
50.426888	51.445065	127.494560	
50.426888	51.445065	127.494560	
50.426888	51.445065	127.494560	
50.426888	51.445065	127.494560	
50.426888	51.445065	127.494560	
50.426888	51.445065	127.494560	
50.426888	51.445065	127.494560	
50.426888	51.445065	127.494560	
50.426888	51.445065	127.494560	
50.426888	51.445065	127.494560	
50.426888	51.445065	127.494560	
50.424858	51.444523	127.489853	
50.424858	51.444523	127.489853	
50.424858	51.444523	127.489853	
50.424858	51.444523	127.489853	
50.424858	51.444523	127.489853	
50.424858	51.444523	127.489853	
50.424858	51.444523	127.489853	
50.424858	51.444523	127.489853	
50.424858	51.444523	127.489853	
50.424858	51.444523	127.489853	
50.424858	51.444523	127.489853	
50.424858	51.444523	127.489853	
50.424858	51.444523	127.489853	
50.424858	51.444523	127.489853	
50.424858	51.444523	127.489853	
50.424858	51.444523	127.489853	
50.424858	51.444523	127.489853	
50.424858	51.444523	127.489853	
50.424858	51.444523	127.489853	
50.426968	51.443626	127.487221	
50.426968	51.443626	127.487221	
50.426968	51.443626	127.487221	
50.426968	51.443626	127.487221	
50.426968	51.443626	127.487221	
50.426968	51.443626	127.487221	
50.426968	51.443626	127.487221	
50.426968	51.443626	127.487221	
50.426968	51.443626	127.487221	
50.426968	51.443626	127.487221	
50.426968	51.443626	127.487221	
50.426968	51.443626	127.487221	
50.426968	51.443626	127.487221	
50.426968	51.443626	127.487221	
50.426968	51.443626	127.487221	
50.426968	51.443626	127.487221	
50.426968	51.443626	127.487221	
50.426968	51.443626	127.487221	
50.426968	51.443626	127.487221	
50.420612	51.435081	127.484253	
50.420612	51.435081	127.484253	
50.420612	51.435081	127.484253	
50.420612	51.435081	127.484253	
50.420612	51.435081	127.484253	
50.420612	51.435081	127.484253	
50.420612	51.435081	127.484253	
50.420612	51.435081	127.484253	
50.420612	51.435081	127.484253	
50.420612	51.435081	127.484253	
50.420612	51.435081	127.484253	
50.420612	51.435081	127.484253	
50.420612	51.435081	127.484253	
50.420612	51.435081	127.484253	
50.420612	51.435081	127.484253	
0.000000	
-287.083099	282.547180	-393.847107	
-287.083099	282.547180	-393.847107	
-287.083099	282.547180	-393.847107	
-287.083099	282.547180	-393.847107	
-287.083099	282.547180	-393.847107	
-287.083099	282.547180	-393.847107	
-287.083099	282.547180	-393.847107	
-287.083099	282.547180	-393.847107	
-287.083099	282.547180	-393.847107	
-287.082123	282.546631	-393.845367	
-287.082123	282.546631	-393.845367	
-287.082123	282.546631	-393.845367	
-287.082123	282.546631	-393.845367	
-287.082123	282.546631	-393.845367	
-287.082123	282.546631	-393.845367	
-287.082123	282.546631	-393.845367	
-287.082123	282.546631	-393.845367	
-287.082123	282.546631	-393.845367	
-287.082123	282.546631	-393.845367	
-287.082123	282.546631	-393.845367	
-287.082123	282.546631	-393.845367	
-287.082123	282.546631	-393.845367	
-287.082123	282.546631	-393.845367	
-287.082123	282.546631	-393.845367	
-287.082123	282.546631	-393.845367	
-287.082123	282.546631	-393.845367	
-287.082123	282.546631	-393.845367	
-287.081726	282.544617	-393.848724	
-287.081726	282.544617	-393.848724	
-287.081726	282.544617	-393.848724	
-287.081726	282.544617	-393.848724	
-287.081726	282.544617	-393.848724	
-287.081726	282.544617	-393.848724	
-287.081726	282.544617	-393.848724	
-287.081726	282.544617	-393.848724	
-287.081726	282.544617	-393.848724	
-287.081726	282.544617	-393.848724	
-287.081726	282.544617	-393.848724	
-287.081726	282.544617	-393.848724	
-287.081726	282.544617	-393.848724	
-287.081726	282.544617	-393.848724	
-287.081726	282.544617	-393.848724	
-287.081726	282.544617	-393.848724	
-287.081726	282.544617	-393.848724	
-287.081726	282.544617	-393.848724	
-287.081726	282.544617	-393.848724	
-287.081726	282.544617	-393.848724	
-287.085205	282.546844	-393.848755	
-287.085205	282.546844	-393.848755	
-287.085205	282.546844	-393.848755	
-287.085205	282.546844	-393.848755	
-287.085205	282.546844	-393.848755	
-287.085205	282.546844	-393.848755	
-287.085205	282.546844	-393.848755	
-287.085205	282.546844	-393.848755	
-287.085205	282.546844	-393.848755	
-287.085205	282.546844	-393.848755	
-287.085205	282.546844	-393.848755	
-287.085205	282.546844	-393.848755	
-287.085205	282.546844	-393.848755	
-287.085205	282.546844	-393.848755	
-287.085205	282.546844	-393.848755	
-287.085205	282.546844	-393.848755	
-287.085205	282.546844	-393.848755	
-287.085205	282.546844	-393.848755	
-287.085205	282.546844	-393.848755	
-287.080750	282.545227	-393.846649	
-287.080750	282.545227	-393.846649	
-287.080750	282.545227	-393.846649	
-287.080750	282.545227	-393.846649	
-287.080750	282.545227	-393.846649	
-287.080750	282.545227	-393.846649	
-287.080750	282.545227	-393.846649	
-287.080750	282.545227	-393.846649	
-287.080750	282.545227	-393.846649	
-287.080750	282.545227	-393.846649	
-287.080750	282.545227	-393.846649	
-287.080750	282.545227	-393.846649	
-287.080750	282.545227	-393.846649	
-287.080750	282.545227	-393.846649	
-287.080750	282.545227	-393.846649	
-287.080750	282.545227	-393.846649	
-287.080750	282.545227	-393.846649	
-287.080750	282.545227	-393.846649	
-287.080750	282.545227	-393.846649	
-287.078125	282.545807	-393.851410	
-287.078125	282.545807	-393.851410	
-287.078125	282.545807	-393.851410	
-287.078125	282.545807	-393.851410	
-287.078125	282.545807	-393.851410	
-287.078125	282.545807	-393.851410	
-287.078125	282.545807	-393.851410	
-287.078125	282.545807	-393.851410	
-287.078125	282.545807	-393.851410	
-287.078125	282.545807	-393.851410	
-287.078125	282.545807	-393.851410	
-287.078125	282.545807	-393.851410	
-287.078125	282.545807	-393.851410	
-287.078125	282.545807	-393.851410	
-287.078125	282.545807	-393.851410	
0.000000	
-1583.292358	-1575.382690	-1891.493164	
